id,jenis_makanan,nama_makanan,kalori,protein,lemak,karbohidrat,source
2462,komponen,ubi jalar merah,123.0,1.8,0.7,27.9,kaggle
2463,komponen,ubi jalar merah segar,151.0,1.6,0.3,35.4,kaggle
2464,komponen,ubi jalar putih,123.0,1.8,0.7,27.9,kaggle
2465,dish,ubi jalar rebus,114.0,1.4,9.6,25.6,kaggle
2466,komponen,ubi jalar sayur,184.0,1.4,0.3,22.5,kaggle
2467,komponen,ubi jalar tinta kemayung,108.0,0.5,0.4,25.6,kaggle
2468,dish,ubi jalar tinta kemayung kukus,165.0,0.9,0.2,39.8,kaggle
2469,komponen,uceng bunga melinjo segar,82.0,5.8,1.3,11.7,kaggle
2470,komponen,udang besar segar,56.0,11.4,0.6,1.2,kaggle
2471,komponen,udang galah segar,81.0,16.5,0.3,3.0,kaggle
2472,komponen,udang kering,295.0,62.4,2.3,1.8,kaggle
2473,komponen,udang kering mentah,278.0,62.6,4.1,2.2,kaggle
2474,komponen,udang papay mentah,273.0,47.8,3.8,12.5,kaggle
2475,komponen,udang segar,91.0,21.0,0.2,0.1,kaggle
2476,komponen,ulat sagu panggang,380.0,11.9,30.3,14.9,kaggle
2477,komponen,ulat sagu segar,241.0,5.8,21.6,5.8,kaggle
2478,komponen,umbi uwi segar,120.0,2.8,0.5,82.3,kaggle
2479,komponen,umbut rotan,34.0,2.4,0.3,5.5,kaggle
2480,komponen,usus sapi,130.0,14.0,7.2,1.5,kaggle
2481,komponen,uwi,101.0,2.0,0.2,19.8,kaggle
2482,komponen,vermicelli,363.0,8.7,0.4,78.7,kaggle
2483,dish,wajit camilan,303.0,6.3,2.7,63.3,kaggle
2484,komponen,waluh balamak,45.0,0.8,0.9,8.1,kaggle
2485,komponen,widaran,424.0,1.3,10.7,80.7,kaggle
2486,komponen,wijen,568.0,19.3,51.1,18.1,kaggle
2487,dish,wingko babat,355.0,3.2,15.1,51.4,kaggle
2488,komponen,woku ubi,143.0,3.1,7.8,15.0,kaggle
2489,dish,worst sosis daging,452.0,14.5,42.3,2.3,kaggle
2490,komponen,wortel segar,42.0,1.2,0.6,9.3,kaggle
2491,dish,wortel kukus,37.0,1.0,0.6,8.3,kaggle
2492,dish,wortel rebus,28.0,0.7,0.5,6.3,kaggle
2493,komponen,yangko,254.0,3.0,1.1,58.1,kaggle
2494,komponen,yoghurt,52.0,3.3,2.5,4.0,kaggle
