id,jenis_makanan,nama_makanan,kalori,protein,lemak,karbohidrat,source
911,komponen,jambu monyet segar,64.0,0.7,0.6,15.8,tkpi
912,komponen,jampang huma mentah,350.0,6.2,1.4,78.2,tkpi
913,komponen,jamur kuping kering,294.0,16.0,0.9,64.6,tkpi
914,komponen,jamur kuping segar,21.0,3.8,0.6,0.9,tkpi
915,komponen,jantung pisang segar,32.0,1.2,0.3,7.1,tkpi
916,komponen,jawawut mentah,364.0,9.7,3.5,73.4,tkpi
917,komponen,jeruk bali segar,48.0,0.6,0.2,12.4,tkpi
918,komponen,jeruk garutkeprok,44.0,0.8,0.3,10.9,tkpi
919,komponen,jeruk manis segar,45.0,0.9,0.2,11.2,tkpi
920,komponen,jotang segar,34.0,1.9,0.3,7.1,tkpi
921,komponen,kacang arab kering,330.0,23.8,1.4,60.2,tkpi
922,komponen,kacang bogor kering,370.0,16.0,6.0,65.0,tkpi
923,komponen,kacang endel biji kering,331.0,25.0,1.0,58.0,tkpi
924,komponen,kacang galing segar,336.0,23.1,1.7,59.5,tkpi
925,komponen,kacang gude biji segar,114.0,7.0,0.6,20.8,tkpi
926,komponen,kacang kapri segar,98.0,6.7,0.4,17.7,tkpi
927,komponen,kacang kedelai segar,286.0,30.2,15.6,30.1,tkpi
928,komponen,kacang panjang biji kering,357.0,17.3,1.5,68.6,tkpi
929,dish,kacang tanah rebus dg kulit,360.0,13.5,31.2,12.8,tkpi
930,komponen,kacang tanah sangan tanpa selaput,559.0,26.9,44.2,23.6,tkpi
931,komponen,kambing daging segar,149.0,16.6,9.2,0.0,tkpi
932,komponen,kapri muda segar,45.0,3.3,0.2,9.0,tkpi
933,komponen,kecap,71.0,5.7,1.3,9.0,tkpi
934,komponen,kecipir muda segar,32.0,2.9,0.2,5.8,tkpi
935,komponen,kedondong masak segar,46.0,1.0,0.1,10.3,tkpi
936,komponen,keju,326.0,22.8,20.3,13.1,tkpi
937,komponen,keju kacang tanah peanut butter,590.0,27.0,49.0,20.9,tkpi
938,komponen,kelapa muda air segar,17.0,0.2,0.1,3.8,tkpi
939,komponen,kelapa muda daging segar,68.0,1.0,0.9,14.0,tkpi
940,komponen,kelapa setengah tua daging segar,180.0,4.0,15.0,10.0,tkpi
941,komponen,kelapa tua daging segar,359.0,3.4,34.7,14.0,tkpi
942,komponen,kelawikluwih segar,118.0,1.5,0.3,27.2,tkpi
943,komponen,kemang segar,48.0,1.0,0.2,11.9,tkpi
944,komponen,kembang kol,25.0,2.4,0.2,4.9,tkpi
945,komponen,kembang turi segar,51.0,1.8,0.6,9.6,tkpi
946,komponen,kemiri,675.0,19.0,63.0,8.0,tkpi
947,komponen,kenari kering,657.0,15.0,66.0,13.0,tkpi
948,komponen,kepala susu krim segar,204.0,2.6,20.0,4.0,tkpi
949,komponen,kerbau daging segar,79.0,18.7,0.5,0.0,tkpi
950,komponen,kerokot segar,26.0,1.7,0.4,3.8,tkpi
951,komponen,kesemek segar,78.0,0.8,0.4,20.0,tkpi
952,komponen,ketumbar kering,418.0,14.1,16.1,54.2,tkpi
953,komponen,kluwek,310.0,10.0,24.0,13.5,tkpi
954,komponen,kokosan segar,86.0,1.6,0.2,13.0,tkpi
955,komponen,kol merah kol putih,29.0,1.4,0.2,5.3,tkpi
956,komponen,koro benguk biji kering,332.0,24.0,3.0,55.0,tkpi
957,komponen,koro kerupuk biji segar,125.0,8.3,0.7,22.1,tkpi
958,komponen,koro kerupuk polong,128.0,8.3,0.7,22.1,tkpi
959,komponen,koro loke biji segar,33.0,2.7,0.2,7.9,tkpi
960,komponen,koro wedus biji kering,338.0,22.2,1.5,61.0,tkpi
961,komponen,koro wedus polong,46.0,3.0,0.3,7.9,tkpi
962,komponen,kucai muda lokio segar,42.0,3.8,0.6,7.8,tkpi
963,komponen,kucai segar,45.0,2.2,0.3,10.3,tkpi
964,komponen,kuda daging segar,113.0,18.1,4.1,0.9,tkpi
965,komponen,kunyit segar,69.0,2.0,2.7,9.1,tkpi
966,dish,kwaci,515.0,30.6,42.1,13.8,tkpi
967,dish,kwark quark,242.0,19.0,17.0,3.0,tkpi
968,komponen,labu air segar,19.0,0.6,0.2,3.8,tkpi
969,komponen,labu siam segar,30.0,0.6,0.1,6.7,tkpi
970,komponen,labu waluh segar,32.0,1.1,0.1,6.6,tkpi
971,komponen,lamtoro biji muda segar,85.0,5.7,0.3,15.4,tkpi
972,komponen,lamtoro biji tua segar,148.0,10.6,0.5,26.2,tkpi
973,komponen,langsat segar,56.0,0.9,0.2,14.3,tkpi
974,komponen,lemak babi bacon,626.0,9.1,65.0,1.1,tkpi
975,komponen,lemak babi lard,902.0,0.0,100.0,0.0,tkpi
976,komponen,lemak kerbau lemak sapi,818.0,1.5,90.0,0.0,tkpi
977,komponen,lobak segar,21.0,0.9,0.1,4.2,tkpi
978,komponen,maizena tepung,341.0,0.3,0.0,85.0,tkpi
979,dish,makaroni mentah,353.0,8.7,0.4,78.7,tkpi
980,komponen,mangga gedung segar,44.0,0.7,0.2,11.2,tkpi
981,komponen,mangga golek segar,63.0,0.5,0.2,16.7,tkpi
982,komponen,mangga harumanis segar,46.0,0.4,0.2,11.9,tkpi
983,komponen,mangga indramayu segar,72.0,0.8,0.2,18.7,tkpi
984,komponen,mangga kopek segar,56.0,0.4,0.2,14.6,tkpi
985,komponen,mangga muda segar,59.0,0.5,0.4,15.1,tkpi
986,komponen,manggis segar,63.0,0.6,0.6,15.6,tkpi
987,komponen,margarin,720.0,0.6,81.0,0.4,tkpi
988,komponen,melinjo segar,66.0,5.0,0.7,13.3,tkpi
989,komponen,menteng segar,65.0,1.7,0.3,16.1,tkpi
990,komponen,merica kering,365.0,11.5,6.8,64.4,tkpi
991,dish,mi basah,88.0,0.6,3.3,14.0,tkpi
992,komponen,minyak hiu hati,902.0,0.0,100.0,0.0,tkpi
993,komponen,minyak ikan,902.0,0.0,100.0,0.0,tkpi
994,komponen,minyak kacang tanah,902.0,0.0,100.0,0.0,tkpi
995,komponen,minyak kelapa,870.0,1.0,98.0,0.0,tkpi
996,komponen,minyak kelapa sawit,884.0,0.0,100.0,0.0,tkpi
997,komponen,nangka masak pohon segar,106.0,1.2,0.3,27.6,tkpi
998,komponen,nangka muda segar,57.0,2.0,0.4,11.3,tkpi
999,komponen,nangka biji segar,165.0,4.2,0.1,36.7,tkpi
1000,dish,oncom,187.0,13.0,6.0,22.6,tkpi
1001,komponen,pala biji kering,518.0,7.5,36.4,40.1,tkpi
1002,komponen,pala daging segar,42.0,0.3,0.2,10.9,tkpi
1003,komponen,pepaya muda segar,29.0,2.1,0.1,4.9,tkpi
1004,komponen,pepaya segar,46.0,0.5,12.0,12.2,tkpi
1005,komponen,peterseli segar,53.0,3.7,1.0,9.0,tkpi
1006,komponen,petis ikan,165.0,20.0,0.2,20.8,tkpi
1007,komponen,petis udang pasta,220.0,15.0,0.9,38.0,tkpi
1008,komponen,pisang angleng pisang ampyang segar,68.0,1.3,0.2,17.2,tkpi
1009,komponen,pisang lampung segar,99.0,1.3,0.2,25.6,tkpi
1010,komponen,pisang mas segar,127.0,1.4,0.2,33.6,tkpi
1011,komponen,pisang raja segar,120.0,1.2,0.2,31.8,tkpi
1012,komponen,rambutan segar,69.0,0.9,0.1,18.1,tkpi
1013,dish,roti putih,248.0,8.0,1.2,50.0,tkpi
1014,dish,roti warna sawo matang,249.0,7.9,1.5,49.7,tkpi
1015,komponen,salak segar,77.0,0.4,0.0,20.9,tkpi
1016,komponen,santan dengan air,122.0,2.0,10.0,7.6,tkpi
1017,komponen,santan murni,324.0,4.2,34.3,5.6,tkpi
1018,komponen,saos tomat,110.0,2.0,0.4,24.5,tkpi
1019,komponen,sapi babat segar,108.0,17.6,4.2,0.0,tkpi
1020,dish,sapi daging asap,182.0,32.0,6.0,0.0,tkpi
1021,komponen,sapi daging dendeng mentah,301.0,55.0,9.0,0.0,tkpi
1022,komponen,sapi daging gemuk segar,273.0,17.5,22.0,0.0,tkpi
1023,dish,sapi daging kornet,289.0,16.0,25.0,0.0,tkpi
1024,komponen,sapi daging kurus segar,174.0,19.6,10.0,0.0,tkpi
1025,komponen,sapi daging lemak sedang segar,201.0,18.8,14.0,0.0,tkpi
1026,dish,sapi daging sosis worst,448.0,14.5,42.3,2.3,tkpi
1027,komponen,sapi didehdarah,98.0,21.9,1.1,0.0,tkpi
1028,komponen,sapi ginjal segar,137.0,15.0,8.1,0.9,tkpi
1029,dish,sapi hati sosis liverworst,274.0,16.0,22.0,3.0,tkpi
1030,komponen,sapi liver segar,132.0,19.7,3.2,6.0,tkpi
1031,komponen,sapi otak segar,123.0,10.4,8.6,0.8,tkpi
1032,komponen,sapi usus segar,126.0,14.0,7.2,1.5,tkpi
1033,dish,saridele bubuk,344.0,30.0,20.0,43.0,tkpi
1034,komponen,sawi segar,28.0,2.3,0.3,4.0,tkpi
1035,komponen,sawo manila segar,92.0,0.5,1.1,22.4,tkpi
1036,komponen,selada segar,18.0,1.2,0.2,2.9,tkpi
1037,komponen,seledri segar,23.0,1.0,0.1,4.6,tkpi
1038,komponen,semangka segar,28.0,0.5,0.2,6.9,tkpi
1039,komponen,sirsak segar,65.0,1.0,0.3,16.3,tkpi
1040,komponen,susu asam untuk bayi bubuk,418.0,19.0,9.0,65.5,tkpi
1041,komponen,susu bubuk,513.0,24.6,30.0,36.2,tkpi
1042,komponen,susu kambing segar,64.0,4.3,2.3,6.6,tkpi
1043,komponen,susu kedelai,41.0,3.5,2.5,5.0,tkpi
1044,komponen,susu kental manis,343.0,8.2,10.0,55.0,tkpi
1045,komponen,susu kental tak manis,138.0,7.0,7.9,9.9,tkpi
1046,komponen,susu kerbau segar,160.0,6.3,12.0,7.1,tkpi
1047,komponen,susu sapi segar,61.0,3.2,3.5,4.3,tkpi
1048,komponen,susu skim bubuk,359.0,35.6,1.0,52.0,tkpi
1049,komponen,susu skim segar,36.0,3.5,0.1,5.1,tkpi
1050,komponen,taoge kacang kedelai segar,76.0,9.0,2.6,6.4,tkpi
1051,komponen,taoge kacang tunggak segar,40.0,5.0,0.2,5.8,tkpi
1052,komponen,tebu terubuk lilin segar,30.0,4.6,0.4,3.0,tkpi
1053,komponen,tekokak kering,302.0,8.3,1.7,72.6,tkpi
1054,komponen,tekokak segar,34.0,2.0,0.1,7.9,tkpi
1055,komponen,telur ayam ras bagian kuning segar,355.0,16.3,31.9,0.7,tkpi
1056,komponen,telur ayam ras bagian putih segar,50.0,10.8,0.0,0.8,tkpi
1057,komponen,telur bebek bagian kuning segar,386.0,17.0,35.0,0.8,tkpi
1058,komponen,telur bebek bagian putih segar,54.0,11.0,0.0,0.8,tkpi
1059,dish,tempe bongkrek,119.0,4.4,3.5,18.3,tkpi
1060,dish,tempe koro benguk,141.0,10.2,1.3,23.2,tkpi
1061,komponen,tepung beras mentah,353.0,7.0,0.5,80.0,tkpi
1062,komponen,tepung hunkwe pati kacang ijo,364.0,4.5,1.0,83.5,tkpi
1063,komponen,tepung jagung putih,355.0,9.2,3.9,73.7,tkpi
1064,komponen,tepung kacang kedelai,347.0,35.9,20.6,29.9,tkpi
1065,komponen,terasi merah,174.0,30.0,3.5,5.6,tkpi
1066,komponen,terong segar,28.0,1.1,0.2,5.5,tkpi
1067,komponen,tomat muda segar,24.0,2.0,0.7,3.3,tkpi
1068,komponen,tomat air sari segar,20.0,1.0,0.2,3.5,tkpi
1069,komponen,wijen mentah,568.0,19.3,51.1,18.1,tkpi
1070,komponen,yoghurt segar,52.0,3.3,2.5,4.0,tkpi
1071,komponen,bengkuang segar,59.0,1.4,0.2,12.8,tkpi
1072,komponen,coklat bubuk,311.0,8.0,4.0,48.9,tkpi
1073,komponen,coklat manis batang,527.0,2.0,29.8,62.7,tkpi
1074,komponen,coklat pahitbatang,615.0,5.5,42.6,29.2,tkpi
1075,komponen,coklat susu batang,565.0,9.0,35.0,53.6,tkpi
1076,komponen,gula aren,368.0,0.0,0.0,92.0,tkpi
1077,komponen,gula kelapa,386.0,3.0,10.0,76.0,tkpi
1078,komponen,gula putih,394.0,0.0,0.0,94.0,tkpi
1079,komponen,ikan asin kering,193.0,42.0,1.5,0.0,tkpi
1080,komponen,ikan bader segar,193.0,19.0,13.0,0.0,tkpi
1081,komponen,ikan bandeng segar,123.0,20.0,4.8,0.0,tkpi
1082,komponen,ikan bawal segar,91.0,19.0,1.7,0.0,tkpi
1083,komponen,ikan beunteur segar,109.0,17.0,4.0,0.0,tkpi
1084,dish,ikan gabus kering,268.0,58.0,4.0,0.0,tkpi
1085,komponen,ikan kakap segar,92.0,20.0,0.7,0.0,tkpi
1086,komponen,ikan layang segar,109.0,22.0,1.7,0.0,tkpi
1087,komponen,ikan lemuru segar,112.0,20.0,3.0,0.0,tkpi
1088,komponen,ikan mas segar,86.0,16.0,2.0,0.0,tkpi
1089,komponen,ikan paling segar,303.0,14.0,27.0,0.0,tkpi
1090,dish,ikan peda banjar mentah,156.0,28.0,4.0,2.0,tkpi
1091,dish,ikan selar kuning cue mentah,138.0,27.0,3.3,0.0,tkpi
1092,komponen,ikan selar segar,100.0,18.8,2.2,0.0,tkpi
1093,komponen,ikan tembang segar,204.0,16.0,15.0,0.0,tkpi
1094,komponen,jam selai,239.0,0.5,0.6,64.5,tkpi
1095,komponen,kentang hitam segar,142.0,0.9,0.4,33.7,tkpi
1096,komponen,keong segar,64.0,12.0,1.0,2.0,tkpi
1097,komponen,kepiting segar,151.0,13.8,3.8,14.1,tkpi
1098,komponen,kodok segar,73.0,16.4,0.3,0.0,tkpi
1099,komponen,kurakura segar,83.0,19.1,0.2,0.0,tkpi
1100,komponen,madu,294.0,0.3,0.0,79.5,tkpi
1101,komponen,melase,276.0,0.0,0.1,71.0,tkpi
1102,komponen,mentega,742.0,0.5,81.6,1.4,tkpi
1103,komponen,minyak zaitun,884.0,0.0,100.0,0.0,tkpi
1104,komponen,rebon udang kecil segar,81.0,16.2,1.2,0.7,tkpi
1105,komponen,sagu singkong kering,362.0,0.5,0.3,86.9,tkpi
1106,komponen,sente talas segar,353.0,0.7,0.2,84.7,tkpi
1107,komponen,sirup,213.0,0.0,0.0,55.0,tkpi
1108,komponen,tepung arrowroot,355.0,0.7,0.2,85.2,tkpi
1109,komponen,tepung kentang kering,347.0,0.3,0.1,85.6,tkpi
1110,komponen,tepung singkong tapioka,363.0,1.1,0.5,88.2,tkpi
1111,komponen,udang segar,91.0,21.0,0.2,0.1,tkpi
1112,dish,beras cerdas,350.0,2.7,1.1,82.3,tkpi
1113,dish,beras ganyong,364.0,3.4,0.7,86.3,tkpi
1114,dish,beras siger,344.0,1.1,0.2,28.3,tkpi
1115,dish,bihun jagung mentah,354.0,0.5,0.3,87.4,tkpi
1116,komponen,buah naga merah segar,71.0,1.7,3.1,9.1,tkpi
1117,komponen,buah naga putih segar,56.0,0.8,1.0,10.9,tkpi
1118,komponen,bunga turi segar,42.0,2.0,1.1,6.1,tkpi
1119,komponen,daun kenikir segar,45.0,3.7,0.5,6.6,tkpi
1120,dish,gatot,347.0,1.3,0.7,83.8,tkpi
1121,dish,geblek,195.0,0.4,1.7,44.4,tkpi
1122,komponen,ikan sale segar,534.0,40.2,39.3,4.9,tkpi
1123,komponen,jamur merang segar,30.0,3.5,0.2,4.0,tkpi
1124,komponen,jamur tiram segar,30.0,1.9,0.1,5.5,tkpi
1125,komponen,jeruk kalamansi segar,39.0,0.3,0.3,8.9,tkpi
1126,komponen,melon segar,37.0,0.6,0.4,7.8,tkpi
1127,dish,mie bendo,353.0,0.3,0.0,88.0,tkpi
1128,dish,mie sagu,190.0,0.2,0.4,46.5,tkpi
1129,dish,nasi jagung,357.0,8.8,0.5,79.5,tkpi
1130,dish,oyek,351.0,0.9,0.9,84.9,tkpi
1131,dish,rasbi beras ubi,394.0,2.2,8.8,76.6,tkpi
1132,dish,rasi beras singkong,350.0,0.9,0.4,85.7,tkpi
1133,dish,sagu lemak kue sagon,452.0,2.8,14.8,76.8,tkpi
1134,dish,sagu rendang,364.0,0.1,0.2,90.5,tkpi
1135,dish,sate bandeng,283.0,12.1,16.8,20.9,tkpi
1136,komponen,tepung ganyong,353.0,0.8,1.7,83.6,tkpi
1137,komponen,tepung gaplek,345.0,2.4,0.4,83.1,tkpi
1138,komponen,tepung jalejo,388.0,19.0,7.5,61.2,tkpi
1139,komponen,tepung mocaf,350.0,1.2,0.6,85.0,tkpi
1140,komponen,tepung pisang,338.0,2.9,0.4,80.6,tkpi
1141,komponen,tepung sente,326.0,4.0,0.4,76.7,tkpi
1142,komponen,tepung sukun,353.0,2.9,0.5,84.4,tkpi
1143,komponen,tepung tales beneng,332.0,5.7,0.6,76.1,tkpi
1144,komponen,tepung ubi ungu,354.0,2.8,0.6,84.4,tkpi
1145,dish,tiwul,353.0,2.4,1.1,83.4,tkpi
1146,dish,tiwul instan,395.0,3.2,8.5,76.5,tkpi
1147,dish,ubi cilembu,186.0,1.9,0.2,44.3,tkpi
1148,komponen,umbi uwi segar,120.0,2.8,0.5,82.3,tkpi
1149,komponen,abon,280.0,9.2,28.4,0.0,kaggle
1150,dish,abon haruwan,513.0,23.7,37.0,21.3,kaggle
1151,komponen,agaragar,0.0,0.0,0.2,0.0,kaggle
1152,komponen,akar tonjong segar,45.0,1.1,0.4,10.8,kaggle
1153,komponen,aletoge segar,37.0,4.4,0.5,3.8,kaggle
1154,komponen,alpukat segar,85.0,0.9,6.5,7.7,kaggle
1155,komponen,ampas kacang hijau,96.0,3.7,0.6,19.1,kaggle
1156,komponen,ampas tahu,414.0,26.6,18.3,41.3,kaggle
1157,dish,ampas tahu kukus,75.0,4.1,2.1,10.7,kaggle
1158,komponen,ampas tahu mentah,67.0,5.0,2.1,8.1,kaggle
1159,komponen,anak sapi daging gemuk segar,184.0,18.8,14.0,0.0,kaggle
1160,komponen,anak sapi daging kurus segar,174.0,19.6,10.0,0.0,kaggle
1161,komponen,anak sapi daging sedang segar,190.0,19.1,12.0,0.0,kaggle
1162,komponen,andaliman segar,99.0,4.6,1.0,18.0,kaggle
1163,komponen,andewi,25.0,1.6,0.2,5.3,kaggle
1164,komponen,anggur hutan segar,30.0,0.5,0.2,6.8,kaggle
1165,komponen,angsa,354.0,16.4,31.5,0.0,kaggle
1166,dish,anyang sayur,126.0,3.4,7.9,10.3,kaggle
1167,komponen,apel,58.0,0.3,0.4,14.9,kaggle
1168,komponen,apel malang segar,57.0,0.5,0.4,12.8,kaggle
1169,komponen,arbei,37.0,0.8,0.5,8.3,kaggle
1170,komponen,ares sayur,113.0,0.9,7.2,11.2,kaggle
1171,komponen,arrowroot segar,102.0,1.0,0.2,24.1,kaggle
1172,komponen,arwan sirsir,277.0,2.4,25.0,10.7,kaggle
1173,komponen,asam kandis segar,75.0,0.2,1.1,16.1,kaggle
1174,dish,asam masak di pohon,239.0,2.8,0.6,62.5,kaggle
1175,komponen,asam payak segar,135.0,0.8,0.4,32.1,kaggle
1176,komponen,asan kandis kering,261.0,0.9,1.6,63.3,kaggle
1177,dish,asinan bogor sayuran,98.0,3.9,2.6,14.8,kaggle
1178,komponen,ayam,302.0,18.2,25.0,0.0,kaggle
1179,dish,ayam goreng kentuckysayap,297.0,35.9,15.2,1.6,kaggle
1180,dish,ayam ampela goreng,270.0,32.3,11.2,9.9,kaggle
1181,komponen,ayam didehdarah segar,75.0,13.8,1.9,0.7,kaggle
1182,dish,ayam goreng church texa sayap,295.0,34.0,16.0,1.5,kaggle
1183,dish,ayam goreng church texas dada,338.0,35.2,20.6,0.4,kaggle
1184,dish,ayam goreng kalasan paha,275.0,37.4,12.2,1.3,kaggle
1185,dish,ayam goreng kentucky dada,298.0,34.2,16.8,0.1,kaggle
1186,dish,ayam goreng kentucky paha,286.0,32.1,16.1,1.1,kaggle
1187,dish,ayam goreng mbok berek dada,295.0,39.2,13.6,1.0,kaggle
1188,dish,ayam goreng paha,287.0,31.0,15.7,1.7,kaggle
1189,dish,ayam goreng pasundan dada,246.0,37.9,9.0,0.7,kaggle
1190,dish,ayam goreng pasundan paha,245.0,33.1,11.4,0.3,kaggle
1191,dish,ayam goreng pioneer dada,295.0,37.4,14.7,0.6,kaggle
1192,dish,ayam goreng sukabumi dada,244.0,36.7,9.2,1.0,kaggle
1193,dish,ayam goreng sukabumi paha,283.0,35.7,14.3,0.5,kaggle
1194,komponen,ayam hati segar,261.0,27.4,16.1,1.6,kaggle
1195,dish,ayam taliwang masakan,264.0,18.2,20.1,2.7,kaggle
1196,dish,ayam usus goreng,473.0,45.2,26.3,13.9,kaggle
1197,komponen,babat,113.0,17.6,4.2,0.0,kaggle
1198,komponen,babi daging gemuk segar,453.0,11.9,45.0,0.0,kaggle
1199,komponen,babi daging kurus segar,371.0,14.1,35.0,0.0,kaggle
1200,komponen,babi ginjal segar,110.0,16.3,4.6,0.8,kaggle
1201,komponen,babi hati segar,129.0,19.7,4.8,1.7,kaggle
1202,dish,babi hutan masak rica masakan,491.0,24.6,16.3,0.2,kaggle
1203,dish,bacang,102.9,3.3,2.7,16.3,kaggle
1204,komponen,bagea kelapa asin,450.0,3.2,13.9,78.1,kaggle
1205,komponen,bagea kelapa manis,452.0,1.3,13.8,80.6,kaggle
1206,komponen,bagea kenari asin,529.0,3.2,29.1,63.6,kaggle
1207,komponen,bagea kenari manis,523.0,3.2,28.2,64.2,kaggle
1208,komponen,bagea kw 1,416.0,6.5,9.4,76.3,kaggle
1209,komponen,bagea kw 2,382.0,0.3,3.5,87.2,kaggle
1210,komponen,baje,129.0,1.9,6.6,15.6,kaggle
1211,komponen,bakpia kue,272.0,8.7,6.7,44.1,kaggle
1212,dish,bakso,76.0,4.1,2.5,9.2,kaggle
1213,komponen,bakung segar,27.0,2.0,0.2,4.2,kaggle
1214,dish,bakwan,280.0,8.2,10.2,39.0,kaggle
1215,komponen,baligo,13.0,0.4,0.2,3.0,kaggle
1216,komponen,bantal,190.0,3.3,0.3,43.5,kaggle
1217,komponen,barongko,159.0,3.1,5.8,23.5,kaggle
1218,komponen,batang tading,137.0,4.3,4.8,19.1,kaggle
1219,komponen,batar daan,107.0,2.2,2.2,19.6,kaggle
1220,komponen,batatas gembili segar,76.0,1.1,0.9,16.0,kaggle
1221,dish,batatas kelapa ubi bakar,110.0,1.4,1.1,23.4,kaggle
1222,dish,batatas kelapa ubi kukus,92.0,1.2,0.3,21.0,kaggle
1223,komponen,batatas kelapa ubi segar,89.0,1.1,0.1,21.0,kaggle
1224,dish,batatas tali ubi rebus,182.0,2.4,0.4,42.2,kaggle
1225,komponen,bawang bombay,45.0,1.4,0.2,10.3,kaggle
1226,komponen,bawang merah,39.0,1.5,0.3,0.2,kaggle
1227,komponen,bawang putih,95.0,4.5,0.2,23.1,kaggle
1228,dish,bayam kukus,30.0,1.3,0.7,5.8,kaggle
1229,komponen,bayam merah,51.0,4.6,0.5,10.0,kaggle
1230,komponen,bayam merah segar,41.0,2.2,0.8,6.3,kaggle
1231,dish,bayam rebus,23.0,1.2,0.6,3.7,kaggle
1232,komponen,bayam segar,36.0,3.5,0.5,6.5,kaggle
1233,dish,bayam tumis oncom,102.0,3.7,6.7,6.9,kaggle
1234,dish,bayam tumis bersantan,48.0,1.4,4.2,2.6,kaggle
1235,komponen,bebek itik,326.0,16.0,28.6,0.0,kaggle
1236,komponen,bebek alabio daging segar,303.0,11.3,27.0,3.7,kaggle
1237,dish,bebek daging goreng,300.0,24.0,20.7,4.5,kaggle
1238,komponen,beberuk,65.0,1.1,5.2,3.5,kaggle
1239,dish,beef burger,258.0,10.6,9.5,32.5,kaggle
1240,dish,beef teriyaki masakan,151.0,8.6,3.1,22.3,kaggle
1241,dish,beef yakiniku masakan,132.0,9.8,1.1,20.7,kaggle
1242,komponen,bekasam,116.0,11.9,4.9,6.1,kaggle
1243,komponen,bekasang,78.0,11.4,2.0,3.6,kaggle
1244,komponen,belibis daging segar,131.0,20.2,4.3,2.8,kaggle
1245,komponen,belimbing,36.0,0.4,0.4,8.8,kaggle
1246,dish,belitung talas kukus,145.0,1.2,0.4,34.2,kaggle
1247,dish,belut goreng,417.0,25.9,19.4,32.0,kaggle
1248,komponen,belut segar,70.0,14.6,0.8,1.0,kaggle
1249,komponen,belutlaut segar,93.0,12.8,1.5,6.1,kaggle
1250,komponen,bengkuang,55.0,1.4,0.2,12.8,kaggle
1251,komponen,bentul komba talas segar,98.0,1.6,0.7,20.9,kaggle
1252,dish,bentul talas kukus,71.0,2.3,0.3,15.4,kaggle
1253,komponen,beras cerdas,350.0,2.7,1.1,82.3,kaggle
1254,komponen,beras ganyong,364.0,3.4,0.7,86.3,kaggle
1255,komponen,beras giling,360.0,6.8,0.7,78.9,kaggle
1256,dish,beras giling masak nasi,178.0,2.1,0.1,40.6,kaggle
1257,komponen,beras giling mentah,357.0,8.4,1.7,77.1,kaggle
1258,komponen,beras giling var pelita mentah,369.0,9.5,1.4,77.1,kaggle
1259,komponen,beras giling var rojolele mentah,357.0,8.4,1.7,77.1,kaggle
1260,komponen,beras hitam mentah,351.0,8.0,1.3,76.9,kaggle
1261,komponen,beras jagung kuning kering mentah,358.0,5.5,0.1,82.7,kaggle
1262,komponen,beras jagung putih kering mentah,307.0,4.8,0.1,71.8,kaggle
1263,komponen,beras ketan hitam,356.0,7.0,0.7,78.0,kaggle
1264,dish,beras ketan hitam kukus,181.0,4.0,1.2,37.3,kaggle
1265,dish,beras ketan hitam tape,166.0,3.8,1.0,34.4,kaggle
1266,komponen,beras ketan hitam tumbuk,360.0,8.0,2.3,74.5,kaggle
1267,komponen,beras ketan hitam tumbuk mentah,360.0,8.0,2.3,74.5,kaggle
1268,komponen,beras ketan putih,362.0,6.7,0.7,79.4,kaggle
1269,dish,beras ketan putih kukus,163.0,3.0,0.4,35.7,kaggle
1270,dish,beras ketan putih tape,172.0,3.0,0.5,37.5,kaggle
1271,komponen,beras ketan putih tumbuk,361.0,7.4,0.8,78.4,kaggle
1272,komponen,beras ketan putih tumbuk mentah,361.0,7.4,0.8,78.4,kaggle
1273,komponen,beras ladang mentah,376.0,7.5,3.8,78.0,kaggle
1274,komponen,beras menir,339.0,7.7,4.4,73.0,kaggle
1275,komponen,beras menir mentah,362.0,7.7,4.4,73.0,kaggle
1276,komponen,beras merah tumbuk,359.0,7.5,0.9,77.6,kaggle
1277,komponen,beras parboiled,364.0,6.8,0.6,80.1,kaggle
1278,komponen,beras parboiled,353.0,6.8,0.6,80.0,kaggle
1279,komponen,beras pecah kulit,335.0,7.4,1.9,76.2,kaggle
1280,komponen,beras setengah giling,363.0,7.6,1.1,78.3,kaggle
1281,komponen,beras siger,344.0,1.1,0.2,28.3,kaggle
1282,komponen,beras tumbuk mentah,354.0,7.8,0.4,79.9,kaggle
1283,komponen,beras tumbuk merah mentah,352.0,7.3,0.9,76.2,kaggle
1284,dish,betok wadi masakan,145.0,16.3,7.0,4.1,kaggle
1285,komponen,bihun,360.0,4.7,0.1,82.1,kaggle
1286,dish,bihun goreng,154.0,3.0,4.5,25.5,kaggle
1287,dish,bihun goreng instan,381.0,6.1,3.9,80.3,kaggle
1288,komponen,bihun jagung mentah,354.0,0.5,0.3,87.4,kaggle
1289,komponen,bihun mentah,348.0,4.7,0.1,82.1,kaggle
1290,komponen,biji jambu mete,562.0,21.2,49.6,23.6,kaggle
1291,dish,biji jambu mete goreng,629.0,21.5,56.6,19.8,kaggle
1292,komponen,biji nangkabiji salak,262.0,2.3,5.4,51.1,kaggle
1293,dish,bika ambon,199.0,2.1,1.5,44.4,kaggle
1294,dish,bika ambon,225.7,3.0,0.3,52.9,kaggle
1295,dish,bir 4 alkohol,48.0,0.6,0.0,4.4,kaggle
1296,komponen,biskuit,458.0,6.9,14.4,75.1,kaggle
1297,komponen,bit,42.0,1.6,0.1,9.6,kaggle
